age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
38,blue-collar,married,secondary,no,222,yes,yes,cellular,7,jul,5,-1,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,7,jul,2,-1,0,unknown,no
59,unknown,married,primary,no,1247,no,no,telephone,7,jul,8,-1,0,unknown,no
43,technician,married,secondary,no,-796,no,no,cellular,7,jul,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,1,no,yes,cellular,7,jul,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,6,-1,0,unknown,no
40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,jul,1,-1,0,unknown,no
32,technician,single,secondary,no,-398,no,yes,cellular,7,jul,2,-1,0,unknown,no
41,technician,divorced,secondary,no,0,no,no,cellular,7,jul,4,-1,0,unknown,no
25,technician,single,tertiary,no,226,no,no,cellular,7,jul,2,-1,0,unknown,no
35,management,married,tertiary,no,1361,no,yes,cellular,7,jul,11,-1,0,unknown,no
27,management,single,tertiary,no,1117,yes,no,cellular,7,jul,4,-1,0,unknown,no
43,entrepreneur,married,secondary,no,128,yes,no,telephone,7,jul,2,-1,0,unknown,no
47,technician,married,primary,no,50,no,no,telephone,7,jul,3,-1,0,unknown,no
42,management,married,secondary,no,4314,no,no,cellular,7,jul,1,-1,0,unknown,no
36,technician,married,secondary,no,-257,no,no,cellular,8,jul,26,-1,0,unknown,no
33,technician,married,tertiary,no,-258,no,no,cellular,8,jul,1,-1,0,unknown,no
52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,1,-1,0,unknown,yes
32,management,married,tertiary,yes,2,no,no,cellular,8,jul,1,-1,0,unknown,no
25,blue-collar,single,secondary,yes,-220,no,no,cellular,8,jul,1,-1,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,1,-1,0,unknown,no
58,technician,married,unknown,no,-509,no,yes,cellular,8,jul,1,-1,0,unknown,no
53,technician,divorced,primary,no,-834,yes,yes,cellular,8,jul,1,-1,0,unknown,no
56,admin.,single,secondary,no,-273,no,no,cellular,8,jul,2,-1,0,unknown,no
39,housemaid,divorced,secondary,no,188,no,no,cellular,8,jul,1,-1,0,unknown,no
34,admin.,married,secondary,no,233,yes,yes,cellular,8,jul,1,-1,0,unknown,no
52,management,married,unknown,no,414,yes,no,cellular,8,jul,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,380,yes,yes,cellular,8,jul,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,1063,no,yes,cellular,8,jul,3,-1,0,unknown,no
52,technician,married,secondary,yes,0,no,no,cellular,8,jul,2,-1,0,unknown,no
48,admin.,married,secondary,no,-509,no,yes,cellular,8,jul,3,-1,0,unknown,no
36,blue-collar,single,secondary,no,110,no,no,cellular,8,jul,2,-1,0,unknown,no
29,management,single,tertiary,no,640,no,no,cellular,8,jul,2,-1,0,unknown,no
36,management,single,tertiary,no,-74,yes,yes,cellular,8,jul,2,-1,0,unknown,no
58,management,married,tertiary,no,136,yes,no,cellular,8,jul,1,-1,0,unknown,no
44,management,married,tertiary,no,773,no,yes,cellular,9,jul,1,-1,0,unknown,no
26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,1,-1,0,unknown,yes
53,management,married,tertiary,no,0,yes,no,cellular,9,jul,1,-1,0,unknown,no
46,entrepreneur,married,secondary,no,118,yes,no,cellular,9,jul,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,452,yes,no,cellular,9,jul,1,-1,0,unknown,no
31,management,married,tertiary,no,272,yes,no,cellular,9,jul,1,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,1,-1,0,unknown,yes
48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,1,-1,0,unknown,no
28,self-employed,single,secondary,no,241,yes,no,cellular,9,jul,1,-1,0,unknown,no
31,services,divorced,unknown,no,0,no,yes,cellular,9,jul,1,-1,0,unknown,no
38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,5,-1,0,unknown,yes
39,technician,single,secondary,no,4380,no,no,telephone,9,jul,8,-1,0,unknown,no
30,unemployed,married,secondary,no,1210,no,no,cellular,9,jul,4,-1,0,unknown,no
43,management,single,tertiary,no,3872,yes,no,cellular,9,jul,2,-1,0,unknown,no
56,technician,married,secondary,no,778,no,no,cellular,9,jul,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,368,yes,no,cellular,9,jul,7,-1,0,unknown,no
49,housemaid,married,primary,no,0,no,no,telephone,9,jul,1,-1,0,unknown,no
35,technician,single,tertiary,no,364,no,yes,cellular,9,jul,3,-1,0,unknown,no
31,management,single,tertiary,no,409,no,yes,cellular,9,jul,5,-1,0,unknown,yes
36,blue-collar,married,primary,no,0,no,no,telephone,9,jul,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,-194,no,yes,cellular,10,jul,1,-1,0,unknown,no
42,admin.,married,secondary,no,-728,yes,no,cellular,10,jul,1,-1,0,unknown,no
48,blue-collar,single,secondary,no,-367,yes,no,cellular,10,jul,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,475,no,no,telephone,10,jul,2,-1,0,unknown,no
29,services,married,secondary,no,13,no,no,cellular,10,jul,1,-1,0,unknown,no
59,management,married,secondary,no,32,no,no,telephone,10,jul,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,1,-1,0,unknown,yes
43,blue-collar,married,primary,no,1968,yes,no,cellular,10,jul,1,-1,0,unknown,no
42,entrepreneur,divorced,tertiary,no,367,yes,no,cellular,10,jul,1,-1,0,unknown,no
26,admin.,single,secondary,no,81,no,yes,cellular,10,jul,1,-1,0,unknown,no
31,housemaid,married,secondary,no,0,yes,no,cellular,10,jul,1,-1,0,unknown,no
32,services,divorced,secondary,no,264,no,no,cellular,10,jul,1,-1,0,unknown,no
26,management,single,tertiary,no,45,no,no,cellular,10,jul,3,-1,0,unknown,yes
58,blue-collar,married,secondary,no,556,no,yes,telephone,10,jul,4,-1,0,unknown,no
40,admin.,married,secondary,no,149,yes,no,cellular,11,jul,1,-1,0,unknown,no
38,admin.,married,secondary,no,-728,yes,no,cellular,11,jul,1,-1,0,unknown,no
39,technician,married,secondary,no,37,yes,yes,cellular,11,jul,1,-1,0,unknown,no
50,services,divorced,secondary,no,0,yes,no,cellular,11,jul,2,-1,0,unknown,no
51,technician,married,secondary,no,58,yes,no,cellular,11,jul,2,-1,0,unknown,no
59,admin.,divorced,secondary,no,5,no,yes,cellular,11,jul,2,-1,0,unknown,no
29,services,single,secondary,no,0,yes,no,cellular,11,jul,2,-1,0,unknown,no
29,management,single,tertiary,no,983,yes,no,cellular,11,jul,2,-1,0,unknown,yes
47,technician,married,secondary,no,338,no,yes,cellular,11,jul,2,-1,0,unknown,no
45,blue-collar,married,unknown,no,458,yes,yes,cellular,11,jul,2,-1,0,unknown,no
42,housemaid,married,unknown,no,302,yes,no,cellular,11,jul,2,-1,0,unknown,no
29,services,married,secondary,no,10,yes,no,cellular,14,jul,2,-1,0,unknown,no
30,technician,married,secondary,no,450,no,yes,cellular,14,jul,4,-1,0,unknown,no
40,blue-collar,single,primary,no,45,yes,yes,cellular,14,jul,4,-1,0,unknown,no
35,services,single,secondary,no,417,yes,no,cellular,14,jul,3,-1,0,unknown,no
29,technician,married,unknown,no,627,yes,no,cellular,14,jul,2,-1,0,unknown,no
45,technician,married,secondary,no,144,yes,yes,cellular,14,jul,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,-102,yes,no,cellular,14,jul,3,-1,0,unknown,no
35,housemaid,married,primary,no,0,yes,no,cellular,14,jul,3,-1,0,unknown,no
39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,7,-1,0,unknown,yes
36,blue-collar,married,secondary,no,-194,yes,no,cellular,14,jul,3,-1,0,unknown,no
35,services,married,secondary,no,819,yes,no,telephone,14,jul,14,-1,0,unknown,no
31,blue-collar,married,secondary,no,-84,no,yes,cellular,15,jul,4,-1,0,unknown,no
26,blue-collar,married,secondary,no,155,no,yes,cellular,15,jul,3,-1,0,unknown,no
54,retired,divorced,secondary,no,-57,no,yes,cellular,15,jul,10,-1,0,unknown,no
27,unemployed,married,secondary,no,1228,no,no,cellular,15,jul,2,-1,0,unknown,no
43,technician,single,tertiary,no,1154,no,no,cellular,15,jul,11,-1,0,unknown,no
42,technician,married,secondary,no,0,yes,yes,cellular,15,jul,5,-1,0,unknown,no
45,technician,married,secondary,no,1786,yes,yes,telephone,15,jul,4,-1,0,unknown,no
26,technician,single,secondary,no,354,no,no,cellular,16,jul,1,-1,0,unknown,yes
26,blue-collar,single,primary,no,-35,no,no,cellular,16,jul,1,-1,0,unknown,no
48,technician,married,secondary,no,268,no,no,cellular,16,jul,1,-1,0,unknown,no
39,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,723,no,yes,cellular,17,jul,1,-1,0,unknown,no
55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,1,-1,0,unknown,no
30,services,married,secondary,no,1286,yes,yes,cellular,17,jul,1,-1,0,unknown,no
35,unemployed,single,secondary,no,145,no,no,cellular,17,jul,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,129,no,no,cellular,17,jul,7,-1,0,unknown,no
29,blue-collar,single,secondary,no,28,no,no,cellular,17,jul,2,-1,0,unknown,no
43,blue-collar,married,primary,no,255,yes,no,cellular,17,jul,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,388,no,no,telephone,17,jul,2,-1,0,unknown,no
57,admin.,married,primary,no,215,yes,yes,cellular,17,jul,2,-1,0,unknown,no
31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,5,-1,0,unknown,yes
34,management,married,tertiary,no,118,no,yes,telephone,17,jul,3,-1,0,unknown,no
38,services,married,primary,yes,1,yes,no,cellular,17,jul,7,-1,0,unknown,no
47,technician,married,secondary,no,1059,yes,no,cellular,17,jul,1,-1,0,unknown,no
45,services,married,secondary,yes,144,no,no,cellular,18,jul,8,-1,0,unknown,no
52,technician,married,secondary,no,2102,yes,no,cellular,18,jul,2,-1,0,unknown,no
35,unemployed,married,tertiary,no,-94,yes,no,cellular,18,jul,1,-1,0,unknown,no
33,services,married,tertiary,no,1275,yes,no,cellular,18,jul,1,-1,0,unknown,no
35,management,married,tertiary,no,552,yes,yes,cellular,18,jul,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,-139,no,no,cellular,18,jul,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,1,-1,0,unknown,yes
45,admin.,married,secondary,no,373,no,yes,cellular,18,jul,3,-1,0,unknown,no
30,services,single,secondary,yes,-366,yes,no,cellular,18,jul,1,-1,0,unknown,yes
29,technician,single,secondary,yes,28,yes,no,cellular,18,jul,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,145,no,yes,cellular,18,jul,1,-1,0,unknown,no
34,blue-collar,married,tertiary,no,631,yes,no,cellular,18,jul,1,-1,0,unknown,no
43,management,single,tertiary,no,-50,yes,yes,cellular,18,jul,2,-1,0,unknown,no
37,management,married,tertiary,no,1025,yes,no,cellular,18,jul,3,-1,0,unknown,no
32,admin.,married,secondary,no,205,no,no,cellular,18,jul,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,584,yes,no,cellular,18,jul,2,-1,0,unknown,no
26,entrepreneur,married,unknown,no,345,yes,yes,cellular,21,jul,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,681,yes,yes,cellular,21,jul,1,-1,0,unknown,no
35,admin.,married,secondary,no,2278,yes,no,cellular,21,jul,1,-1,0,unknown,no
35,technician,married,secondary,no,-360,yes,no,cellular,21,jul,1,-1,0,unknown,no
49,management,divorced,tertiary,no,351,yes,no,cellular,21,jul,2,-1,0,unknown,no
32,admin.,single,secondary,no,64,yes,no,cellular,21,jul,3,-1,0,unknown,no
26,blue-collar,married,secondary,no,622,yes,no,cellular,21,jul,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,-596,yes,no,cellular,21,jul,1,-1,0,unknown,no
38,blue-collar,married,primary,no,-41,yes,no,cellular,21,jul,10,-1,0,unknown,no
55,management,married,primary,no,57,no,yes,cellular,21,jul,2,-1,0,unknown,no
45,management,divorced,tertiary,no,54,no,yes,cellular,21,jul,3,-1,0,unknown,no
42,services,divorced,secondary,no,1043,yes,no,cellular,21,jul,3,-1,0,unknown,no
55,technician,married,primary,no,284,no,no,cellular,22,jul,9,-1,0,unknown,no
40,services,married,secondary,no,939,yes,no,cellular,22,jul,3,-1,0,unknown,no
60,retired,single,secondary,no,-330,no,yes,cellular,22,jul,6,-1,0,unknown,no
30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,1,-1,0,unknown,no
45,technician,married,secondary,no,1118,yes,no,telephone,22,jul,1,-1,0,unknown,no
35,technician,married,tertiary,no,328,yes,no,cellular,22,jul,2,-1,0,unknown,yes
25,admin.,single,secondary,no,18,yes,no,cellular,22,jul,1,-1,0,unknown,no
49,blue-collar,married,primary,no,247,no,yes,cellular,22,jul,1,-1,0,unknown,no
39,management,married,tertiary,no,-124,no,yes,cellular,22,jul,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,-223,no,yes,cellular,22,jul,2,-1,0,unknown,no
59,services,married,secondary,no,292,no,yes,cellular,22,jul,4,-1,0,unknown,no
27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,1,-1,0,unknown,no
40,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,755,no,no,cellular,23,jul,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,0,no,no,telephone,23,jul,1,-1,0,unknown,no
60,retired,married,primary,no,566,no,yes,cellular,23,jul,1,-1,0,unknown,no
37,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,2,-1,0,unknown,no
32,blue-collar,single,primary,no,33,no,no,cellular,23,jul,1,-1,0,unknown,no
29,housemaid,married,primary,no,417,no,no,cellular,23,jul,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,-403,no,yes,cellular,23,jul,2,-1,0,unknown,no
53,management,married,tertiary,no,267,yes,no,telephone,23,jul,1,-1,0,unknown,no
49,services,divorced,primary,no,90,no,no,cellular,23,jul,4,-1,0,unknown,no
52,admin.,married,secondary,no,3703,yes,no,cellular,23,jul,1,-1,0,unknown,no
40,management,married,tertiary,no,2471,yes,yes,cellular,23,jul,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,291,yes,no,cellular,23,jul,2,-1,0,unknown,no
28,self-employed,married,tertiary,no,0,yes,no,cellular,23,jul,4,-1,0,unknown,no
41,admin.,divorced,secondary,no,0,no,yes,cellular,23,jul,2,-1,0,unknown,no
31,admin.,single,secondary,no,378,no,no,cellular,23,jul,2,-1,0,unknown,no
51,admin.,single,secondary,no,895,no,no,cellular,23,jul,2,-1,0,unknown,yes
42,technician,single,secondary,no,2646,yes,no,cellular,23,jul,4,-1,0,unknown,no
39,blue-collar,married,primary,no,163,yes,no,telephone,23,jul,5,-1,0,unknown,no
50,entrepreneur,married,primary,no,1327,no,yes,cellular,24,jul,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,794,yes,no,telephone,24,jul,1,-1,0,unknown,no
48,services,married,secondary,no,0,no,no,telephone,24,jul,1,-1,0,unknown,no
34,technician,married,secondary,no,1234,yes,no,cellular,24,jul,6,-1,0,unknown,no
29,admin.,married,secondary,no,187,yes,yes,cellular,24,jul,2,-1,0,unknown,no
35,management,single,tertiary,no,945,yes,no,cellular,24,jul,1,-1,0,unknown,no
53,management,married,tertiary,no,602,yes,no,cellular,24,jul,2,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,350,yes,no,cellular,24,jul,2,-1,0,unknown,no
48,blue-collar,married,primary,no,595,no,no,cellular,24,jul,1,-1,0,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
45,retired,married,primary,no,25,no,yes,cellular,25,jul,3,-1,0,unknown,no
32,management,married,tertiary,no,3107,yes,yes,cellular,25,jul,1,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,1681,no,no,cellular,25,jul,1,-1,0,unknown,no
47,blue-collar,married,primary,no,830,no,yes,cellular,25,jul,1,-1,0,unknown,no
32,blue-collar,divorced,primary,no,380,no,no,cellular,25,jul,2,-1,0,unknown,no
48,self-employed,divorced,tertiary,no,103,no,yes,cellular,25,jul,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,0,yes,no,cellular,25,jul,2,-1,0,unknown,no
57,management,married,secondary,no,262,no,no,cellular,25,jul,1,-1,0,unknown,no
32,unemployed,married,tertiary,no,1,no,no,cellular,25,jul,2,-1,0,unknown,no
36,services,divorced,secondary,no,-194,no,no,cellular,25,jul,2,-1,0,unknown,no
26,services,single,secondary,no,0,no,no,cellular,25,jul,3,-1,0,unknown,no
54,management,married,secondary,no,1134,yes,no,cellular,25,jul,3,-1,0,unknown,yes
42,management,divorced,secondary,no,284,no,no,cellular,25,jul,4,-1,0,unknown,no
40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,jul,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,3,-1,0,unknown,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,jul,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,-128,no,yes,cellular,28,jul,4,-1,0,unknown,no
37,management,single,unknown,no,242,no,yes,cellular,28,jul,3,-1,0,unknown,no
52,management,married,tertiary,no,2428,yes,no,cellular,28,jul,3,-1,0,unknown,no
49,services,divorced,secondary,no,0,no,no,cellular,28,jul,2,-1,0,unknown,yes
40,technician,single,secondary,no,134,yes,yes,cellular,28,jul,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,170,no,yes,cellular,28,jul,16,-1,0,unknown,no
27,blue-collar,married,primary,no,108,yes,no,telephone,28,jul,2,-1,0,unknown,no
59,management,divorced,tertiary,no,14,no,yes,cellular,28,jul,2,-1,0,unknown,no
50,admin.,single,secondary,no,167,no,yes,cellular,28,jul,3,-1,0,unknown,no
43,management,married,tertiary,no,-391,yes,no,cellular,28,jul,8,-1,0,unknown,no
42,management,married,tertiary,no,1220,yes,no,telephone,28,jul,2,-1,0,unknown,no
55,technician,single,tertiary,no,-528,no,no,cellular,28,jul,2,-1,0,unknown,no
34,technician,married,secondary,no,0,yes,no,telephone,28,jul,2,-1,0,unknown,no
34,housemaid,married,tertiary,no,0,no,no,cellular,28,jul,5,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,4,-1,0,unknown,yes
38,blue-collar,single,unknown,no,-933,yes,no,cellular,28,jul,11,-1,0,unknown,no
33,unemployed,married,tertiary,no,271,yes,yes,cellular,28,jul,4,-1,0,unknown,no
40,management,married,tertiary,no,30,yes,no,cellular,28,jul,6,-1,0,unknown,no
26,unemployed,single,tertiary,no,102,no,no,cellular,28,jul,2,-1,0,unknown,no
29,entrepreneur,married,secondary,no,65,yes,no,cellular,28,jul,14,-1,0,unknown,no
48,technician,married,secondary,no,0,no,no,cellular,28,jul,3,-1,0,unknown,no
34,management,married,tertiary,no,1725,yes,yes,cellular,28,jul,7,-1,0,unknown,no
29,technician,single,secondary,no,426,yes,no,telephone,29,jul,6,-1,0,unknown,no
56,services,married,unknown,no,0,no,no,cellular,29,jul,2,-1,0,unknown,no
36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,3,-1,0,unknown,no
55,management,single,tertiary,no,797,no,no,cellular,29,jul,2,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,3,-1,0,unknown,no
48,admin.,married,secondary,no,933,no,no,cellular,29,jul,2,-1,0,unknown,no
33,technician,single,secondary,no,338,yes,no,cellular,29,jul,4,-1,0,unknown,no
41,entrepreneur,married,secondary,no,547,no,no,cellular,29,jul,2,-1,0,unknown,no
44,technician,married,secondary,no,1226,yes,yes,cellular,29,jul,2,-1,0,unknown,no
58,retired,married,primary,no,5506,no,no,telephone,29,jul,4,-1,0,unknown,no
45,housemaid,married,primary,no,2239,no,no,telephone,29,jul,2,-1,0,unknown,no
48,unemployed,married,primary,no,0,no,no,cellular,29,jul,2,-1,0,unknown,no
57,admin.,married,secondary,no,128,no,no,telephone,29,jul,8,-1,0,unknown,no
49,admin.,divorced,secondary,no,124,yes,yes,cellular,29,jul,19,-1,0,unknown,no
35,admin.,single,secondary,no,6554,no,no,cellular,29,jul,1,-1,0,unknown,no
60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,6,-1,0,unknown,yes
56,retired,married,primary,no,-464,yes,no,cellular,29,jul,6,-1,0,unknown,no
34,blue-collar,single,primary,no,326,yes,no,cellular,29,jul,2,-1,0,unknown,no
28,technician,married,tertiary,no,107,yes,no,cellular,29,jul,13,-1,0,unknown,no
45,technician,married,tertiary,no,4647,no,no,cellular,29,jul,3,-1,0,unknown,no
54,housemaid,divorced,tertiary,no,9,no,yes,cellular,29,jul,3,-1,0,unknown,no
54,services,married,secondary,no,2681,no,no,telephone,29,jul,3,-1,0,unknown,no
58,housemaid,divorced,primary,no,3858,no,no,telephone,29,jul,6,-1,0,unknown,no
52,management,married,tertiary,no,1453,no,no,telephone,29,jul,21,-1,0,unknown,no
42,technician,single,secondary,no,746,no,no,cellular,30,jul,2,-1,0,unknown,no
42,services,single,unknown,no,974,no,no,cellular,30,jul,2,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,no,cellular,30,jul,5,-1,0,unknown,no
45,technician,married,primary,no,6535,no,no,cellular,30,jul,2,-1,0,unknown,no
31,technician,married,secondary,no,0,yes,no,cellular,30,jul,3,-1,0,unknown,no
37,services,married,secondary,no,4151,yes,yes,cellular,30,jul,4,-1,0,unknown,yes
44,services,married,secondary,no,1335,yes,no,cellular,30,jul,5,-1,0,unknown,no
52,blue-collar,single,secondary,no,359,yes,no,cellular,30,jul,2,-1,0,unknown,no
36,management,married,tertiary,no,96,no,no,cellular,30,jul,4,-1,0,unknown,yes
40,entrepreneur,married,secondary,no,0,yes,no,cellular,30,jul,23,-1,0,unknown,no
43,self-employed,divorced,primary,no,0,no,no,cellular,30,jul,6,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,1046,yes,yes,cellular,30,jul,20,-1,0,unknown,no
59,management,married,tertiary,no,1308,no,no,cellular,30,jul,4,-1,0,unknown,no
30,technician,married,tertiary,no,-340,yes,yes,telephone,30,jul,8,-1,0,unknown,no
56,management,divorced,tertiary,no,66,no,yes,cellular,30,jul,4,-1,0,unknown,no
55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,8,no,no,cellular,30,jul,3,-1,0,unknown,no
48,management,married,tertiary,no,10347,yes,no,cellular,31,jul,6,-1,0,unknown,no
35,technician,single,tertiary,no,6763,no,no,telephone,31,jul,4,-1,0,unknown,no
48,retired,married,primary,no,1591,no,no,cellular,31,jul,4,-1,0,unknown,no
50,unemployed,divorced,tertiary,no,64,no,no,cellular,31,jul,6,-1,0,unknown,no
41,blue-collar,married,secondary,no,750,yes,no,cellular,31,jul,2,-1,0,unknown,no
32,entrepreneur,single,primary,no,1770,no,yes,cellular,31,jul,6,-1,0,unknown,no
42,technician,married,tertiary,no,1079,no,no,cellular,31,jul,2,-1,0,unknown,no
46,technician,married,secondary,no,0,yes,no,telephone,31,jul,2,-1,0,unknown,no
42,services,single,secondary,no,247,yes,no,cellular,31,jul,2,-1,0,unknown,no
58,housemaid,married,tertiary,no,2858,no,no,cellular,31,jul,6,-1,0,unknown,no
53,unemployed,married,secondary,no,4487,no,no,cellular,31,jul,2,-1,0,unknown,no
35,management,single,secondary,no,3384,yes,no,cellular,31,jul,2,-1,0,unknown,no
40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,6,-1,0,unknown,yes
42,technician,single,secondary,no,0,no,no,telephone,31,jul,13,-1,0,unknown,no
41,management,married,tertiary,yes,-1176,yes,yes,cellular,31,jul,1,-1,0,unknown,no
44,admin.,married,secondary,no,0,no,no,cellular,31,jul,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,7,-1,0,unknown,no
41,blue-collar,married,secondary,no,1293,no,no,telephone,31,jul,15,-1,0,unknown,no
43,services,married,secondary,no,642,no,no,cellular,31,jul,2,-1,0,unknown,no
56,technician,married,tertiary,yes,-736,no,no,cellular,31,jul,8,-1,0,unknown,no
37,admin.,married,secondary,no,5132,no,no,cellular,31,jul,8,-1,0,unknown,no
32,technician,single,secondary,no,-122,yes,yes,cellular,31,jul,17,-1,0,unknown,no
26,admin.,single,secondary,no,-14,no,no,cellular,31,jul,31,-1,0,unknown,no
48,blue-collar,married,secondary,no,4259,no,no,cellular,31,jul,7,-1,0,unknown,no
57,admin.,married,primary,no,6997,no,no,cellular,4,aug,1,-1,0,unknown,no
37,management,married,tertiary,no,355,no,no,cellular,4,aug,1,-1,0,unknown,no
52,management,married,tertiary,no,193,no,no,cellular,4,aug,1,-1,0,unknown,no
58,technician,married,secondary,no,796,no,no,cellular,4,aug,1,-1,0,unknown,no
52,blue-collar,married,primary,no,1054,no,no,cellular,4,aug,1,-1,0,unknown,no
49,admin.,married,secondary,no,949,no,no,cellular,4,aug,1,-1,0,unknown,no
53,blue-collar,married,primary,no,206,no,no,cellular,5,aug,1,-1,0,unknown,no
37,technician,single,secondary,no,181,no,no,cellular,5,aug,1,-1,0,unknown,no
55,technician,married,secondary,no,1816,no,no,cellular,5,aug,1,-1,0,unknown,no
47,unknown,married,unknown,no,301,no,no,cellular,5,aug,1,-1,0,unknown,no
30,management,single,tertiary,no,1041,no,no,cellular,5,aug,1,-1,0,unknown,no
47,admin.,married,secondary,no,718,yes,yes,cellular,5,aug,2,-1,0,unknown,no
60,management,married,tertiary,no,4063,no,no,cellular,5,aug,2,-1,0,unknown,no
32,technician,married,secondary,no,524,no,no,cellular,5,aug,1,-1,0,unknown,no
38,admin.,married,tertiary,no,1980,no,no,cellular,5,aug,2,-1,0,unknown,no
46,services,married,primary,no,13118,no,no,cellular,5,aug,2,-1,0,unknown,no
52,services,married,secondary,no,1000,no,no,cellular,5,aug,2,-1,0,unknown,yes
52,management,divorced,tertiary,no,64,no,no,cellular,5,aug,3,-1,0,unknown,no
56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,3,-1,0,unknown,yes
33,technician,married,tertiary,no,2728,no,no,cellular,5,aug,2,-1,0,unknown,no
42,management,married,tertiary,no,223,no,no,cellular,6,aug,6,-1,0,unknown,no
56,management,married,tertiary,no,1483,no,no,cellular,6,aug,4,-1,0,unknown,no
57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,4,-1,0,unknown,yes
56,retired,married,secondary,no,0,no,no,cellular,6,aug,3,-1,0,unknown,no
44,management,married,tertiary,no,1858,no,no,cellular,6,aug,4,-1,0,unknown,no
31,technician,married,tertiary,no,338,no,no,cellular,6,aug,2,-1,0,unknown,no
56,services,married,secondary,yes,-8,no,no,cellular,6,aug,2,-1,0,unknown,no
45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,2,-1,0,unknown,yes
42,technician,married,tertiary,no,14282,yes,no,cellular,6,aug,4,-1,0,unknown,yes
56,services,married,secondary,no,144,no,no,cellular,6,aug,2,-1,0,unknown,no
59,retired,married,secondary,no,263,no,no,cellular,6,aug,2,-1,0,unknown,no
32,technician,married,secondary,no,374,no,no,cellular,6,aug,6,-1,0,unknown,no
30,management,single,tertiary,no,223,no,no,cellular,6,aug,3,-1,0,unknown,no
35,technician,married,secondary,no,1055,yes,no,cellular,7,aug,2,-1,0,unknown,no
